Bond,Sector,Country,Used_Duration,Used_Rating_Score,Used_ZTW
Bond-397,Ugvyvgvrf,OY,3.69,9.0,170.2
Bond-398,Ugvyvgvrf,OY,2.64,9.0,148.1
Bond-399,Sbirervta,OD,3.25,16.0,821.6
Bond-400,Cbafhzre,OS,1.68,13.0,549.5
Bond-401,Cbafhzre,OS,2.73,13.0,412.9
Bond-402,Cbafhzre,OS,3.63,7.0,151.8
Bond-403,Cbafhzre,OS,1.43,7.0,122.4
Bond-404,Cbafhzre,OS,2.68,8.0,124.7
Bond-405,Cbafhzre,OS,3.57,8.0,136.5
Bond-406,Cbafhzre,OS,2.87,7.0,149.6
Bond-407,Cbafhzre,OS,3.37,18.0,1676.8
Bond-408,Cbafhzre,OS,1.66,15.0,1359.2
Bond-409,Cbafhzre,OS,2.41,13.0,472.3
Bond-410,Cbafhzre,OS,4.76,8.0,142.0
Bond-411,Cbafhzre,OS,1.52,7.0,118.3
Bond-412,Cbafhzre,OS,2.19,9.0,300.9
Bond-413,Dvirefvsvrq,OS,1.05,9.0,235.4
Bond-414,Dvirefvsvrq,OS,1.06,10.0,243.3
Bond-415,Dvirefvsvrq,OS,1.17,8.0,124.0
Bond-416,Dvirefvsvrq,OS,5.12,8.0,139.9
Bond-417,Dvirefvsvrq,OS,1.75,5.0,152.2
Bond-418,Dvirefvsvrq,OS,1.4,12.0,467.8
Bond-419,Dvirefvsvrq,OS,2.46,12.0,494.2
Bond-420,Dvirefvsvrq,OS,1.72,8.0,236.9
Bond-421,Dvirefvsvrq,OS,3.16,7.0,254.5
Bond-422,Dvirefvsvrq,OS,3.41,6.0,299.1
Bond-423,Dvirefvsvrq,OS,1.34,7.0,219.0
Bond-424,Dvirefvsvrq,OS,1.09,7.0,206.9
Bond-425,Dvirefvsvrq,OS,1.68,8.0,274.6
Bond-426,Dvirefvsvrq,OS,1.8,8.0,277.9
Bond-427,Dvirefvsvrq,OS,1.03,9.0,425.0
Bond-428,Dvirefvsvrq,OS,2.13,13.0,490.4
Bond-429,Dvirefvsvrq,OS,1.77,10.0,467.7
Bond-430,Dvirefvsvrq,OS,1.83,10.0,345.4
Bond-431,Dvirefvsvrq,OS,3.42,9.0,334.7
Bond-432,Fvanapvny,OS,2.08,5.0,164.3
Bond-433,Fvanapvny,OS,1.34,6.0,78.1
Bond-434,Fvanapvny,OS,1.5,6.0,80.5
Bond-435,Fvanapvny,OS,3.32,6.0,100.1
Bond-436,Fvanapvny,OS,3.69,9.0,183.7
Bond-437,Fvanapvny,OS,5.81,6.0,138.2
Bond-438,Fvanapvny,OS,7.33,6.0,134.1
Bond-439,Fvanapvny,OS,4.01,11.0,336.3
Bond-440,Fvanapvny,OS,4.34,6.0,98.5
Bond-441,Fvanapvny,OS,1.27,7.0,152.3
Bond-442,Fvanapvny,OS,3.07,7.0,165.6
Bond-443,Fvanapvny,OS,1.05,6.0,133.8
Bond-444,Fvanapvny,OS,1.43,6.0,144.2
Bond-445,Fvanapvny,OS,4.2,7.0,184.3
Bond-446,Fvanapvny,OS,2.21,7.0,154.0
Bond-447,Fvanapvny,OS,1.83,7.0,145.6
Bond-448,Fvanapvny,OS,4.75,7.0,184.3
Bond-449,Fvanapvny,OS,5.99,7.0,187.2
Bond-450,Fvanapvny,OS,1.51,7.0,130.5
Bond-451,Fvanapvny,OS,7.61,7.0,211.6
Bond-452,Fvanapvny,OS,2.15,7.0,150.4
Bond-453,Fvanapvny,OS,3.63,7.0,167.6
Bond-454,Fvanapvny,OS,3.02,7.0,169.7
Bond-455,Fvanapvny,OS,2.41,7.0,149.4
Bond-456,Fvanapvny,OS,2.33,7.0,88.5
Bond-457,Fvanapvny,OS,1.6,8.0,168.7
Bond-458,Fvanapvny,OS,1.05,8.0,154.1
Bond-459,Fvanapvny,OS,1.4,7.0,120.9
Bond-460,Fvanapvny,OS,4.11,7.0,149.2
Bond-461,Fvanapvny,OS,2.24,7.0,130.7
Bond-462,Fvanapvny,OS,3.21,7.0,144.1
Bond-463,Fvanapvny,OS,5.65,7.0,177.5
Bond-464,Fvanapvny,OS,6.26,7.0,194.3
Bond-465,Fvanapvny,OS,7.02,7.0,188.7
Bond-466,Fvanapvny,OS,3.97,7.0,151.5
Bond-467,Fvanapvny,OS,3.25,7.0,147.8
Bond-468,Fvanapvny,OS,1.03,6.0,74.8
Bond-469,Fvanapvny,OS,1.65,6.0,79.0
Bond-470,Fvanapvny,OS,3.17,8.0,186.0
Bond-471,Fvanapvny,OS,2.09,5.0,78.7
Bond-472,Fvanapvny,OS,3.37,6.0,147.1
Bond-473,Fvanapvny,OS,1.77,6.0,130.6
Bond-474,Fvanapvny,OS,1.4,6.0,131.0
Bond-475,Fvanapvny,OS,2.44,5.0,133.8
Bond-476,Fvanapvny,OS,6.19,5.0,185.2
Bond-477,Fvanapvny,OS,3.8,5.0,147.9
Bond-478,Fvanapvny,OS,1.91,13.0,303.5
Bond-479,Fvanapvny,OS,2.83,7.0,99.6
Bond-480,Fvanapvny,OS,1.53,9.0,138.6
Bond-481,Fvanapvny,OS,2.02,9.0,254.7
Bond-482,Fvanapvny,OS,2.94,11.0,434.3
Bond-483,Fvanapvny,OS,1.49,8.0,131.1
Bond-484,Fvanapvny,OS,1.15,8.0,127.2
Bond-485,Fvanapvny,OS,1.37,8.0,126.6
Bond-486,Fvanapvny,OS,5.69,8.0,177.6
Bond-487,Fvanapvny,OS,6.32,8.0,181.4
Bond-488,Fvanapvny,OS,2.13,8.0,132.1
Bond-489,Fvanapvny,OS,1.13,8.0,131.5
Bond-490,Fvanapvny,OS,3.52,8.0,175.2
Bond-491,Fvanapvny,OS,2.02,8.0,149.6
Bond-492,Fvanapvny,OS,2.75,8.0,166.8
Bond-493,Fvanapvny,OS,3.62,9.0,186.1
Bond-494,Fvanapvny,OS,4.03,5.0,65.4
Bond-495,Fvanapvny,OS,1.43,5.0,56.3
Bond-496,Fvanapvny,OS,2.08,5.0,58.8
Bond-497,Fvanapvny,OS,3.58,5.0,76.2
Bond-498,Fvanapvny,OS,4.56,5.0,81.9
Bond-499,Fvanapvny,OS,5.12,5.0,77.1
Bond-500,Fvanapvny,OS,5.83,5.0,117.4
Bond-501,Fvanapvny,OS,17.78,5.0,142.2
Bond-502,Fvanapvny,OS,6.37,5.0,116.6
Bond-503,Fvanapvny,OS,1.04,8.0,127.7
Bond-504,Fvanapvny,OS,1.85,8.0,133.3
Bond-505,Fvanapvny,OS,2.48,8.0,135.2
Bond-506,Fvanapvny,OS,3.52,8.0,287.4
Bond-507,Fvanapvny,OS,6.08,8.0,186.7
Bond-508,Fvanapvny,OS,1.4,8.0,136.9
Bond-509,Fvanapvny,OS,2.96,9.0,132.2
Bond-510,Fvanapvny,OS,1.1,7.0,173.9
Bond-511,Fvanapvny,OS,1.5,7.0,178.0
Bond-512,Fvanapvny,OS,1.26,8.0,313.6
Bond-513,Fvanapvny,OS,4.95,7.0,242.0
Bond-514,Fvanapvny,OS,5.27,7.0,240.2
Bond-515,Fvanapvny,OS,5.57,7.0,265.6
Bond-516,Fvanapvny,OS,6.05,7.0,261.8
Bond-517,Fvanapvny,OS,7.11,7.0,282.3
Bond-518,Fvanapvny,OS,3.38,7.0,209.3
Bond-519,Fvanapvny,OS,7.96,7.0,275.3
Bond-520,Fvanapvny,OS,1.59,7.0,175.6
Bond-521,Fvanapvny,OS,8.168413,7.0,276.473966
Bond-522,Fvanapvny,OS,15.18,7.0,329.6
Bond-523,Fvanapvny,OS,1.97,8.0,293.2
Bond-524,Fvanapvny,OS,4.49,8.0,230.8
Bond-525,Fvanapvny,OS,3.82,8.0,231.3
Bond-526,Fvanapvny,OS,1.58,9.0,132.1
Bond-527,Fvanapvny,OS,4.64,5.0,105.3
Bond-528,Fvanapvny,OS,2.75,5.0,87.9
Bond-529,Fvanapvny,OS,2.02,6.0,82.3
Bond-530,Fvanapvny,OS,1.36,5.0,80.8
Bond-531,Fvanapvny,OS,1.95,5.0,82.6
Bond-532,Fvanapvny,OS,1.03,6.0,78.4
Bond-533,Fvanapvny,OS,4.45,9.0,180.0
Bond-534,Fvanapvny,OS,6.25,6.0,131.1
Bond-535,Fvanapvny,OS,4.56,11.0,331.4
Bond-536,Fvanapvny,OS,1.14,6.0,79.4
Bond-537,Fvanapvny,OS,1.6,6.0,126.2
Bond-538,Fvanapvny,OS,1.45,6.0,127.3
Bond-539,Fvanapvny,OS,5.06,6.0,146.3
Bond-540,Fvanapvny,OS,1.39,6.0,122.4
Bond-541,Fvanapvny,OS,2.03,6.0,126.7
Bond-542,Fvanapvny,OS,3.22,6.0,141.4
Bond-543,Fvanapvny,OS,6.29,6.0,153.8
Bond-544,Fvanapvny,OS,2.06,6.0,105.4
Bond-545,Fvanapvny,OS,1.42,10.0,410.3
Bond-546,Fvanapvny,OS,3.25,8.0,150.2
Bond-547,Fvanapvny,OS,6.2,7.0,182.8
Bond-548,Fvanapvny,OS,7.13,8.0,213.9
Bond-549,Fvanapvny,OS,3.58,7.0,148.7
Bond-550,Fvanapvny,OS,2.06,10.0,136.0
Bond-551,Fvanapvny,OS,1.45,10.0,447.9
Bond-552,Fvanapvny,OS,3.39,9.0,184.9
Bond-553,Fvanapvny,OS,7.21,9.0,225.3
Bond-554,Fvanapvny,OS,2.76,9.0,166.8
Bond-555,Fvanapvny,OS,1.91,12.0,352.0
Bond-556,Fvanapvny,OS,1.07,5.0,61.6
Bond-557,Fvanapvny,OS,1.29,5.0,66.3
Bond-558,Fvanapvny,OS,2.05,5.0,70.9
Bond-559,Fvanapvny,OS,5.2,5.0,81.3
Bond-560,Fvanapvny,OS,5.69,5.0,124.9
Bond-561,Fvanapvny,OS,12.32,5.0,159.7
Bond-562,Fvanapvny,OS,1.54,6.0,108.5
Bond-563,Fvanapvny,OS,3.4,6.0,123.7
Bond-564,Fvanapvny,OS,7.37,6.0,154.7
Bond-565,Fvanapvny,OS,5.82,6.0,155.7
Bond-566,Fvanapvny,OS,1.59,7.0,118.7
Bond-567,Fvanapvny,OS,12.85,7.0,210.2
Bond-568,Fvanapvny,OS,4.76,9.0,431.5
Bond-569,Fvanapvny,OS,2.81,6.0,152.8
Bond-570,Fvanapvny,OS,1.26,8.0,161.7
Bond-571,Gbireazrag,OS,1.73,6.0,108.1
Bond-572,Gbireazrag,OS,1.14,6.0,104.8
Bond-573,Iaqhfgevny,OS,3.53,8.0,189.3
Bond-574,Iaqhfgevny,OS,1.04,9.0,261.8
Bond-575,Iaqhfgevny,OS,3.31,9.0,355.5
Bond-576,Iaqhfgevny,OS,1.61,9.0,281.1
Bond-577,Iaqhfgevny,OS,3.47,7.0,137.9
Bond-578,Iaqhfgevny,OS,2.2,10.0,239.6
Bond-579,Iaqhfgevny,OS,3.78,10.0,355.6
Bond-580,Iaqhfgevny,OS,4.1,10.0,299.2
Bond-581,Iaqhfgevny,OS,2.48,7.0,121.8
Bond-582,Iaqhfgevny,OS,3.42,8.0,291.8
Bond-583,Iaqhfgevny,OS,1.75,8.0,143.8
Bond-584,Iaqhfgevny,OS,3.13,9.0,358.6
Bond-585,Iaqhfgevny,OS,2.2,9.0,172.1
Bond-586,Iaqhfgevny,OS,1.87,10.0,299.5
Bond-587,Iaqhfgevny,OS,1.16,9.0,253.6
Bond-588,Iaqhfgevny,OS,2.04,14.0,377.7
Bond-589,Iasenfgehpgher,OS,1.66,8.0,171.9
Bond-590,Iasenfgehpgher,OS,1.63,9.0,274.0
Bond-591,Iasenfgehpgher,OS,3.38,9.0,306.9
Bond-592,Iasenfgehpgher,OS,2.29,9.0,295.6
Bond-593,Iasenfgehpgher,OS,2.16,9.0,299.8
Bond-594,Iasenfgehpgher,OS,2.03,9.0,377.8
Bond-595,Iasenfgehpgher,OS,3.8,9.0,450.1
Bond-596,Mrgnyf_naq_Mvavat,OS,3.61,8.0,334.0
Bond-597,Mrgnyf_naq_Mvavat,OS,1.05,8.0,444.1
Bond-598,Mrgnyf_naq_Mvavat,OS,1.62,14.0,987.1
Bond-599,Mrgnyf_naq_Mvavat,OS,1.38,10.0,643.3
Bond-600,Mrgnyf_naq_Mvavat,OS,2.0,8.0,254.5
Bond-601,Mrgnyf_naq_Mvavat,OS,4.33,8.0,154.7
Bond-602,Mrgnyf_naq_Mvavat,OS,5.18,8.0,156.5
Bond-603,Mrgnyf_naq_Mvavat,OS,1.01,10.0,239.1
Bond-604,Mrgnyf_naq_Mvavat,OS,1.92,7.0,147.9
Bond-605,Mrgnyf_naq_Mvavat,OS,3.36,7.0,175.9
Bond-606,Mrgnyf_naq_Mvavat,OS,1.52,11.0,724.5
Bond-607,Mrgnyf_naq_Mvavat,OS,1.27,12.0,301.0
Bond-608,Mrgnyf_naq_Mvavat,OS,1.1,12.0,273.4
Bond-609,Mrgnyf_naq_Mvavat,OS,1.35,11.0,361.1
Bond-610,Ovy_naq_Gnf,OS,1.52,5.0,80.4
Bond-611,Ovy_naq_Gnf,OS,2.48,5.0,87.0
Bond-612,Ovy_naq_Gnf,OS,2.78,5.0,88.1
Bond-613,Ovy_naq_Gnf,OS,3.3,5.0,94.8
Bond-614,Ovy_naq_Gnf,OS,4.22,5.0,93.7
Bond-615,Ovy_naq_Gnf,OS,18.83,5.0,182.4
Bond-616,Ovy_naq_Gnf,OS,8.44,5.0,156.7
Bond-617,Ovy_naq_Gnf,OS,2.44,5.0,86.1
Bond-618,Ovy_naq_Gnf,OS,10.61,5.0,144.9
Bond-619,Ovy_naq_Gnf,OS,11.27,5.0,196.9
Bond-620,Ovy_naq_Gnf,OS,12.08,5.0,193.1
Bond-621,Ovy_naq_Gnf,OS,16.09,5.0,185.0
Bond-622,Ovy_naq_Gnf,OS,14.21,5.0,188.4
Bond-623,Ovy_naq_Gnf,OS,15.17,5.0,185.2
Bond-624,Ovy_naq_Gnf,OS,6.47,5.0,139.8
Bond-625,Ovy_naq_Gnf,OS,15.18,5.0,186.2
Bond-626,Ovy_naq_Gnf,OS,9.56,5.0,149.1
Bond-627,Ovy_naq_Gnf,OS,13.38,5.0,190.4
Bond-628,Ovy_naq_Gnf,OS,2.41,6.0,84.1
Bond-629,Ovy_naq_Gnf,OS,1.48,6.0,80.2
Bond-630,Ovy_naq_Gnf,OS,13.28,6.0,190.9
Bond-631,Ovy_naq_Gnf,OS,1.87,7.0,137.8
Bond-632,Ovy_naq_Gnf,OS,4.35,7.0,158.1
Bond-633,Ovy_naq_Gnf,OS,4.7,8.0,203.2
Bond-634,Ovy_naq_Gnf,OS,1.73,8.0,174.0
Bond-635,Ovy_naq_Gnf,OS,1.59,9.0,298.0
Bond-636,Ovy_naq_Gnf,OS,2.32,8.0,181.4
Bond-637,Ovy_naq_Gnf,OS,4.02,8.0,204.6
Bond-638,Ovy_naq_Gnf,OS,5.91,8.0,230.1
Bond-639,Ovy_naq_Gnf,OS,6.27,8.0,244.4
Bond-640,Ovy_naq_Gnf,OS,2.8,10.0,345.6
Bond-641,Ovy_naq_Gnf,OS,17.86,8.0,277.9
Bond-642,Ovy_naq_Gnf,OS,8.55,8.0,239.4
Bond-643,Ovy_naq_Gnf,OS,1.65,8.0,173.4
Bond-644,Ovy_naq_Gnf,OS,3.46,8.0,194.2
Bond-645,Ovy_naq_Gnf,OS,7.34,8.0,242.8
Bond-646,Ovy_naq_Gnf,OS,4.2,6.0,146.2
Bond-647,Ovy_naq_Gnf,OS,2.44,5.0,92.7
Bond-648,Ovy_naq_Gnf,OS,15.14,5.0,183.8
Bond-649,Ovy_naq_Gnf,OS,7.59,5.0,146.7
Bond-650,Ovy_naq_Gnf,OS,3.59,5.0,102.8
Bond-651,Ovy_naq_Gnf,OS,1.48,5.0,81.2
Bond-652,Ovy_naq_Gnf,OS,1.56,5.0,81.8
Bond-653,Ovy_naq_Gnf,OS,1.9,5.0,80.3
Bond-654,Ovy_naq_Gnf,OS,2.82,5.0,84.8
Bond-655,Ovy_naq_Gnf,OS,2.8,5.0,84.5
Bond-656,Ovy_naq_Gnf,OS,3.23,5.0,102.0
Bond-657,Ovy_naq_Gnf,OS,4.22,5.0,104.7
Bond-658,Ovy_naq_Gnf,OS,5.05,5.0,104.5
Bond-659,Ovy_naq_Gnf,OS,5.54,5.0,102.7
Bond-660,Ovy_naq_Gnf,OS,5.77,5.0,136.8
Bond-661,Ovy_naq_Gnf,OS,6.24,5.0,134.7
Bond-662,Ovy_naq_Gnf,OS,6.84,5.0,143.7
Bond-663,Ovy_naq_Gnf,OS,18.29,5.0,182.1
Bond-664,Ovy_naq_Gnf,OS,17.39,5.0,183.0
Bond-665,Ovy_naq_Gnf,OS,17.46,5.0,183.0
Bond-666,Ovy_naq_Gnf,OS,16.84,5.0,183.2
Bond-667,Ovy_naq_Gnf,OS,16.48,5.0,184.2
Bond-668,Ovy_naq_Gnf,OS,4.51,5.0,104.8
Bond-669,Ovy_naq_Gnf,OS,14.32,5.0,188.6
Bond-670,Ovy_naq_Gnf,OS,16.15,5.0,184.1
Bond-671,Ovy_naq_Gnf,OS,14.63,5.0,187.5
Bond-672,Rrny_Efgngr,OS,0.76,13.0,427.1
Bond-673,Rrny_Efgngr,OS,1.35,13.0,451.5
Bond-674,Rrny_Efgngr,OS,2.19,13.0,666.2
Bond-675,Rrny_Efgngr,OS,2.69,13.0,704.5
Bond-676,Rrny_Efgngr,OS,1.7,14.0,604.8
Bond-677,Rrny_Efgngr,OS,2.23,14.0,686.6
Bond-678,Rrny_Efgngr,OS,1.12,8.0,260.3
Bond-679,Rrny_Efgngr,OS,2.81,13.0,1074.5
Bond-680,Rrny_Efgngr,OS,1.35,13.0,969.4
Bond-681,Rrny_Efgngr,OS,2.96,15.0,668.1
Bond-682,Rrny_Efgngr,OS,1.36,15.0,577.1
Bond-683,Rrny_Efgngr,OS,2.23,15.0,618.6
Bond-684,Rrny_Efgngr,OS,2.01,8.0,121.5
Bond-685,Rrny_Efgngr,OS,2.81,8.0,127.9
Bond-686,Rrny_Efgngr,OS,2.4,8.0,131.1
Bond-687,Rrny_Efgngr,OS,3.22,8.0,139.6
Bond-688,Rrny_Efgngr,OS,6.35,8.0,188.8
Bond-689,Rrny_Efgngr,OS,7.56,8.0,184.1
Bond-690,Rrny_Efgngr,OS,9.79,8.0,200.6
Bond-691,Rrny_Efgngr,OS,13.85,8.0,254.5
Bond-692,Rrny_Efgngr,OS,13.71,8.0,254.8
Bond-693,Rrny_Efgngr,OS,0.11,8.0,103.8
Bond-694,Rrny_Efgngr,OS,0.51,10.0,192.6
Bond-695,Rrny_Efgngr,OS,1.38,10.0,221.6
Bond-696,Rrny_Efgngr,OS,7.26,10.0,326.5
Bond-697,Rrny_Efgngr,OS,2.68,12.0,1082.0
Bond-698,Rrny_Efgngr,OS,2.12,10.0,332.2
Bond-699,Rrny_Efgngr,OS,1.19,12.0,1015.8
Bond-700,Rrny_Efgngr,OS,1.66,11.0,495.1
Bond-701,Rrny_Efgngr,OS,1.32,13.0,449.1
Bond-702,Rrny_Efgngr,OS,4.09,13.0,546.5
Bond-703,Rrny_Efgngr,OS,1.24,13.0,444.3
Bond-704,Rrny_Efgngr,OS,2.13,13.0,463.5
Bond-705,Rrny_Efgngr,OS,1.77,14.0,543.6
Bond-706,Rrny_Efgngr,OS,0.4,14.0,527.9
Bond-707,Rrny_Efgngr,OS,3.48,13.0,540.4
Bond-708,Rrny_Efgngr,OS,2.28,13.0,521.5
Bond-709,Rrny_Efgngr,OS,3.7,13.0,543.1
Bond-710,Rrny_Efgngr,OS,0.41,12.0,407.3
Bond-711,Rrny_Efgngr,OS,0.79,10.0,304.5
Bond-712,Rrny_Efgngr,OS,0.08,10.0,95.8
Bond-713,Rrny_Efgngr,OS,0.96,10.0,331.0
Bond-714,Rrny_Efgngr,OS,0.95,10.0,309.2
Bond-715,Rrny_Efgngr,OS,1.41,10.0,279.1
Bond-716,Rrny_Efgngr,OS,1.24,10.0,303.1
Bond-717,Rrny_Efgngr,OS,5.2,10.0,328.1
Bond-718,Rrny_Efgngr,OS,2.24,10.0,353.3
Bond-719,Rrny_Efgngr,OS,3.8,10.0,354.4
Bond-720,Rrny_Efgngr,OS,3.77,10.0,372.7
Bond-721,Rrny_Efgngr,OS,3.63,8.0,150.2
Bond-722,Rrny_Efgngr,OS,7.16,8.0,182.1
Bond-723,Rrny_Efgngr,OS,3.1,8.0,160.6
Bond-724,Rrny_Efgngr,OS,2.87,12.0,711.4
Bond-725,Rrny_Efgngr,OS,1.98,15.0,1710.0
Bond-726,Rrny_Efgngr,OS,1.87,15.0,1684.8
Bond-727,Rrny_Efgngr,OS,2.52,15.0,1634.1
Bond-728,Rrny_Efgngr,OS,1.3,15.0,1663.4
Bond-729,Rrny_Efgngr,OS,2.25,15.0,1681.4
Bond-730,Rrny_Efgngr,OS,2.59,15.0,1670.2
Bond-731,Rrny_Efgngr,OS,3.49,15.0,1502.9
Bond-732,Rrny_Efgngr,OS,2.77,15.0,1616.0
Bond-733,Rrny_Efgngr,OS,1.27,15.0,1763.2
Bond-734,Rrny_Efgngr,OS,1.06,16.0,957.7
Bond-735,Rrny_Efgngr,OS,1.56,16.0,989.4
Bond-736,Rrny_Efgngr,OS,1.5,12.0,545.6
Bond-737,Rrny_Efgngr,OS,3.11,10.0,300.7
Bond-738,Rrny_Efgngr,OS,1.13,13.0,743.2
Bond-739,Rrny_Efgngr,OS,1.27,13.0,420.2
Bond-740,Rrny_Efgngr,OS,3.23,13.0,776.7
Bond-741,Rrny_Efgngr,OS,2.15,12.0,671.4
Bond-742,Rrny_Efgngr,OS,1.58,12.0,637.5
Bond-743,Rrny_Efgngr,OS,1.35,12.0,619.2
Bond-744,Rrny_Efgngr,OS,1.16,14.0,1293.8
Bond-745,Rrny_Efgngr,OS,2.04,14.0,1341.9
Bond-746,Rrny_Efgngr,OS,2.06,14.0,1363.5
Bond-747,Rrny_Efgngr,OS,3.01,14.0,1337.7
Bond-748,Rrny_Efgngr,OS,2.77,14.0,1355.7
Bond-749,Rrny_Efgngr,OS,1.58,14.0,1312.0
Bond-750,Rrny_Efgngr,OS,1.58,14.0,655.5
Bond-751,Rrny_Efgngr,OS,1.5,16.0,825.2
Bond-752,Rrny_Efgngr,OS,3.29,15.0,1103.5
Bond-753,Rrny_Efgngr,OS,2.32,15.0,1044.9
Bond-754,Rrny_Efgngr,OS,1.71,15.0,965.2
Bond-755,Rrny_Efgngr,OS,2.45,15.0,1056.3
Bond-756,Rrny_Efgngr,OS,1.97,15.0,1015.6
Bond-757,Rrny_Efgngr,OS,1.31,15.0,906.7
Bond-758,Rrny_Efgngr,OS,1.55,15.0,936.8
Bond-759,Rrny_Efgngr,OS,3.62,15.0,1132.0
Bond-760,Rrny_Efgngr,OS,2.98,15.0,1103.2
Bond-761,Rrny_Efgngr,OS,1.82,14.0,510.4
Bond-762,Rrny_Efgngr,OS,2.98,13.0,617.9
Bond-763,Rrny_Efgngr,OS,2.08,14.0,697.2
Bond-764,Rrny_Efgngr,OS,1.71,9.0,151.5
Bond-765,Rrny_Efgngr,OS,2.38,9.0,156.7
Bond-766,Rrny_Efgngr,OS,6.21,9.0,246.2
Bond-767,Rrny_Efgngr,OS,9.09,10.0,259.4
Bond-768,Rrny_Efgngr,OS,7.56,10.0,241.8
Bond-769,Rrny_Efgngr,OS,2.18,13.0,513.2
Bond-770,Rrny_Efgngr,OS,2.08,13.0,516.0
Bond-771,Rrny_Efgngr,OS,1.5,14.0,804.9
Bond-772,Rrny_Efgngr,OS,3.26,10.0,191.7
Bond-773,Rrny_Efgngr,OS,2.23,10.0,173.2
Bond-774,Rrny_Efgngr,OS,2.77,10.0,176.5
Bond-775,Rrny_Efgngr,OS,1.14,8.0,165.2
Bond-776,Rrny_Efgngr,OS,1.34,15.0,774.1
Bond-777,Rrny_Efgngr,OS,1.38,14.0,928.2
Bond-778,Rrny_Efgngr,OS,12.56,13.0,684.6
Bond-779,Rrny_Efgngr,OS,12.18,13.0,718.6
Bond-780,Rrny_Efgngr,OS,1.29,13.0,706.2
Bond-781,Rrny_Efgngr,OS,2.02,13.0,757.9
Bond-782,Rrny_Efgngr,OS,1.8,14.0,734.8
Bond-783,Rrny_Efgngr,OS,1.27,10.0,248.0
Bond-784,Rrny_Efgngr,OS,2.56,10.0,275.9
Bond-785,Rrny_Efgngr,OS,1.33,10.0,233.6
Bond-786,Rrny_Efgngr,OS,3.4,10.0,326.5
Bond-787,Rrny_Efgngr,OS,5.27,10.0,370.8
Bond-788,Rrny_Efgngr,OS,1.77,12.0,1395.0
Bond-789,Rrny_Efgngr,OS,6.96,10.0,390.9
Bond-790,Rrny_Efgngr,OS,1.41,10.0,259.6
Bond-791,Rrny_Efgngr,OS,1.68,14.0,695.2
Bond-792,Rrny_Efgngr,OS,1.27,14.0,663.3
Bond-793,Rrny_Efgngr,OS,2.56,14.0,724.3
